"id","name","os","status","account","dept","division","owner","storage","cpu","memory"
"3601","dodo01.ornith.cornell.edu","Linux","Active","1718460","LABORATORY OF ORNITHOLOGY","","jag73","169","2 physical, 2 logical","12009 (12288)"
"3602","sweden01.serverfarm.cornell.edu","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (393181)"
"3603","sweden03.serverfarm.cornell.edu","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (393181)"
"3604","sweden02.serverfarm.cornell.edu","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (393181)"
"3605","bmw114.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","224","1 physical, 1 logical","3828 (4096)"
"3606","sf-ecm-np009","Windows","Active","R704750","CIT","Information Systems","vm57","139","2 Physical, 2 Logical","4095 (4096)"
"3607","sf-ecm-np010","Windows","Active","R704750","CIT","Information Systems","vm57","139","2 Physical, 2 Logical","4095 (4096)"
"3608","sf-sas-g-fl001","Windows","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","mm129","1103","2 Physical, 2 Logical","4095 (4096)"
"3609","sf-cinnamon01","Windows","Gone","S103200","SURVEY RESEARCH INSTITUTE","ILR","xx37","69","1 Physical, 1 Logical","2047 (2048)"
"3610","sf-praline11","Windows","Active","R704750","CIT","Information Systems","vm57","79","1 Physical, 1 Logical","2047 (2048)"
"3611","sf-infranode053.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","87","2 physical, 2 logical","3947 (4096)"
"3612","sf-wick13","Windows","Active","R524870","CIT","Systems & Operations","ljc1","129","1 Physical, 1 Logical","4095 (4096)"
"3613","sf-wick14","Windows","Active","R524870","CIT","Systems & Operations","ljc1","84","1 Physical, 1 Logical","7167 (7168)"
"3614","limerock08.mail.cornell.edu","Linux","Active","R524717","CIT","Support","pb10","391","2 physical, 2 logical","3828 (4096)"
"3615","bmw115.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","170","2 physical, 2 logical","7868 (8192)"
"3616","sf-infranode441.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","47","1 physical, 1 logical","1000 (1024)"
"3617","sf-lib-ds-002","Windows","Active","L854711","DIGITAL LIBRARY AND INFORM TECH","","cam2","139","2 Physical, 2 Logical","4095 (4096)"
"3618","kuali203.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","47","2 physical, 2 logical","3828 (4096)"
"3619","kuali204.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","47","2 physical, 2 logical","3828 (4096)"
"3620","kuali205.serverfarm.cornell.edu","Linux","Active","R704750","CIT","Information Systems","sjc37","47","2 physical, 2 logical","3828 (4096)"
"3621","kuali206.serverfarm.cornell.edu","Linux","Active","R704750","CIT","Information Systems","sjc37","47","2 physical, 2 logical","7868 (8192)"
"3622","sf-sas-g-ap004","Windows","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","mm129","219","2 Physical, 2 Logical","8191 (8192)"
"3623","sf-citdsrv-021","Windows","Active","R554702","CIT","Office of Administration","amb3","279","2 Physical, 2 Logical","4095 (4096)"
"3624","webhost008.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","67","1 physical, 1 logical","1873 (2048)"
"3625","sf-fs-srv-017","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","149","6 Physical, 6 Logical","8191 (8192)"
"3626","sf-fs-srv-018","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","149","6 Physical, 6 Logical","8191 (8192)"
"3627","kuali208.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","77","2 physical, 2 logical","7981 (8192)"
"3628","sf-wintest06","Windows","Active","R524850","CIT","Systems & Operations","ljc1","89","1 Physical, 1 Logical","2047 (2048)"
"3629","sf-wick15","Windows","Active","R524870","CIT","Systems & Operations","ljc1","84","1 Physical, 1 Logical","7167 (7168)"
"3630","sf-leeds24","Windows","Gone","R704710","CIT","IT Security","se10","119","1 Physical, 1 Logical","2047 (2048)"
"3631","webhost009.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3632","kuali210.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","77","2 physical, 2 logical","3828 (4096)"
"3633","kuali207.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","77","2 physical, 2 logical","3828 (4096)"
"3634","kuali209.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","77","2 physical, 2 logical","15947 (16384)"
"3635","bmw116.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","727","2 physical, 2 logical","7868 (8192)"
"3636","bmw117.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","155","1 physical, 1 logical","5848 (6144)"
"3637","sf-leeds23","Windows","Gone","R704710","CIT","IT Security","se10","119","1 Physical, 1 Logical","2047 (2048)"
"3638","sf-ecm-np012","Windows","Active","R704750","CIT","Information Systems","vm57","4349","2 Physical, 2 Logical","2047 (2048)"
"3639","sf-ecm-np011","Windows","Active","R704750","CIT","Information Systems","vm57","4349","2 Physical, 2 Logical","2047 (2048)"
"3640","sf-leeds25","Windows","Active","R704710","CIT","IT Security","se10","119","1 Physical, 1 Logical","8191 (8192)"
"3641","sf-leeds26","Windows","Active","R704710","CIT","IT Security","se10","119","1 Physical, 1 Logical","8191 (8192)"
"3642","sf-leeds27","Windows","Active","R704710","CIT","IT Security","se10","119","1 Physical, 1 Logical","2047 (2048)"
"3643","sf-vm-sqldv-001","Windows","Active","4053748","VET COMPUTING SERVICES","","afm2","359","1 Physical, 1 Logical","4095 (4096)"
"3644","kuali211.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","77","2 physical, 2 logical","3828 (4096)"
"3645","sf-leeds28","Windows","Active","R704710","CIT","IT Security","se10","119","1 Physical, 1 Logical","2047 (2048)"
"3646","sf-leeds29","Windows","Active","R704710","CIT","IT Security","se10","119","1 Physical, 1 Logical","2047 (2048)"
"3647","webhost010.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","224","1 physical, 1 logical","3828 (4096)"
"3648","ashford11.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","530","2 physical, 2 logical","3828 (4096)"
"3649","sf-wick16","Windows","Active","R524870","CIT","Systems & Operations","ljc1","84","1 Physical, 1 Logical","7167 (7168)"
"3650","sf-wick17","Windows","Active","R524870","CIT","Systems & Operations","ljc1","84","1 Physical, 1 Logical","7167 (7168)"
"3651","sf-leeds30","Windows","Active","R704710","CIT","IT Security","se10","119","1 Physical, 1 Logical","2047 (2048)"
"3652","sf-spomanage01","Windows","Active","R554790","CIT","Information Systems","pb10","119","1 Physical, 1 Logical","4095 (4096)"
"3653","sf-vm-app-012","Windows","Active","4358777","VET COMPUTING SERVICES","","afm2","159","1 Physical, 6 Logical","16383 (16384)"
"3654","vespa.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","44","2 physical, 24 logical","15936 ()"
"3655","sf-vdivchbccc","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","274","4 Physical, 4 Logical","12287 ()"
"3656","sf-citdsrv-022","Windows","Active","R554702","CIT","Office of Administration","amb3","139","2 Physical, 2 Logical","4095 (4096)"
"3657","sf-vm-app-011","Windows","Active","4358777","VET COMPUTING SERVICES","","afm2","159","1 Physical, 6 Logical","16383 (16384)"
"3658","oxton135.serverfarm.cornell.edu","Linux","Active","1003702","CALS","ADMIN COMPUTING - COLLEGEWIDE","gm228","155","1 physical, 1 logical","3828 (4096)"
"3659","oxton136.serverfarm.cornell.edu","Linux","Active","1003702","CALS","ADMIN COMPUTING - COLLEGEWIDE","gm228","155","1 physical, 1 logical","3828 (4096)"
"3660","oxton137.serverfarm.cornell.edu","Linux","Active","1003702","CALS","ADMIN COMPUTING - COLLEGEWIDE","gm228","155","1 physical, 1 logical","5848 (6144)"
"3661","cork44.serverfarm.cornell.edu","Linux","Active","R704710","CIT","IT Security","se10","52","1 physical, 1 logical","1873 (2048)"
"3662","cork46.serverfarm.cornell.edu","Linux","Active","R704710","CIT","IT Security","se10","52","1 physical, 1 logical","1873 (2048)"
"3663","cork45.serverfarm.cornell.edu","Linux","Active","R704710","CIT","IT Security","se10","52","1 physical, 1 logical","1873 (2048)"
"3664","cork47.serverfarm.cornell.edu","Linux","Active","R704710","CIT","IT Security","se10","52","1 physical, 1 logical","1873 (2048)"
"3665","lib-dev-021.serverfarm.cornell.edu","Linux","Active","L914701","CALS Mann Library","CORNELL VIVO","cam2","234","2 physical, 2 logical","1873 (2048)"
"3666","sf-lib-app-015.serverfarm.cornell.edu","Linux","Decommission","L913702","CALS Mann Library","DIGITAL LIBRARY-TEEAL DESIGNATED","cam2","116","2 physical, 2 logical","7868 (8192)"
"3667","webhost011.serverfarm.cornell.edu","Linux","Active","1003702","CALS","ADMIN COMPUTING - COLLEGEWIDE","ch464","76","1 physical, 1 logical","1873 (2048)"
"3668","webhost012.serverfarm.cornell.edu","Linux","Active","1003702","CALS","ADMIN COMPUTING - COLLEGEWIDE","ch464","76","1 physical, 1 logical","1873 (2048)"
"3669","sf-vm-man-002","Windows","Gone","4053748","VET COMPUTING SERVICES","","afm2","159","1 Physical, 1 Logical","4095 (4096)"
"3670","sf-infranode054","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","64","1 Physical, 1 Logical","2048 (2048)"
"3671","sf-infranode055","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","79","1 Physical, 1 Logical","2048 (2048)"
"3672","woodbury01.serverfarm.cornell.edu","Appliance","Co-Hosted","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (8192)"
"3673","woodbury02.serverfarm.cornell.edu","Appliance","Co-Hosted","R524890","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (8192)"
"3674","sf-en-res-004.serverfarm.cornell.edu","Linux","Active","F563404","OFFICE OF COMPUTING AND INFORMATION SCIENCE","","da10","1045","2 physical, 2 logical","15947 (16384)"
"3675","sf-dfa-c-alt01","Windows","Active","R073875","Cornell Business Services","CAMPUS STORE-SYSTEMS OPERATIONS","mm129","579","2 Physical, 2 Logical","4095 (4096)"
"3676","bmw118.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","726","2 physical, 2 logical","7868 (8192)"
"3677","sf-infranode528","Windows","Active","R524870","CIT","Systems & Operations","ljc1","69","2 Physical, 2 Logical","8191 (8192)"
"3678","sf-infranode529","Windows","Active","R524870","CIT","Systems & Operations","ljc1","69","2 Physical, 2 Logical","8191 (8192)"
"3679","sf-infranode530","Windows","Active","R524870","CIT","Systems & Operations","ljc1","274","4 Physical, 4 Logical","9215 (9216)"
"3680","sf-infranode531","Windows","Active","R524870","CIT","Systems & Operations","ljc1","274","4 Physical, 4 Logical","9215 (9216)"
"3681","sf-fs-tweb-012","Windows","Active","G413704","FACILITIES OPERATIONS","","tdd29","149","2 Physical, 2 Logical","8191 (8192)"
"3682","sf-infranode442.serverfarm.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","57","6 physical, 6 logical","5848 (6144)"
"3683","sf-leeds31","Windows","Gone","R704710","CIT","IT Security","se10","99","1 Physical, 1 Logical","2047 (2048)"
"3684","sf-steak01","Windows","Active","R704750","CIT","Information Systems","amb3","579","1 Physical, 1 Logical","4095 (4096)"
"3685","sf-lib-inf-005.serverfarm.cornell.edu","Linux","Active","L854711","DIGITAL LIBRARY AND INFORM TECH","","cam2","116","2 physical, 2 logical","1873 (2048)"
"3686","lib-dev-022.serverfarm.cornell.edu","Linux","Active","L854711","DIGITAL LIBRARY AND INFORM TECH","","cam2","116","2 physical, 2 logical","1873 (2048)"
"3687","sf-fs-srv-019","Windows","Active","G413704","FACILITIES OPERATIONS","","tdd29","149","1 Physical, 1 Logical","4095 (4096)"
"3688","sf-bb-np001.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","vm57","77","2 physical, 2 logical","7981 (8192)"
"3689","sf-agsouth-005","Windows","Gone","1433221","CALS","","ml353","499","1 Physical, 1 Logical","8191 (8192)"
"3690","sf-agsouth-006","Windows","Gone","1433221","CALS","","ml353","499","1 Physical, 1 Logical","8191 (8192)"
"3691","sf-thompson14","Windows","Active","R524881","CIT","Systems & Operations","frb29","259","2 Physical, 4 Logical","12287 (12288)"
"3692","webhost013.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","224","1 physical, 1 logical","3828 (4096)"
"3693","sf-citdsrv-023","Windows","Gone","R554702","CIT","Office of Administration","amb3","159","1 Physical, 1 Logical","4095 (4096)"
"3694","troon07.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","tam42","77","3 physical, 3 logical","9989 (10240)"
"3695","sf-dfs-test-001","Windows","Active","R524883","CIT","Systems & Operations","psz1","69","1 Physical, 1 Logical","2047 (2048)"
"3696","sf-citdsrv-024","Windows","Active","R554702","CIT","Office of Administration","amb3","119","2 Physical, 2 Logical","4095 (4096)"
"3697","sf-sas-app-009","Windows","Gone","G123008","SAS IT Enterprise","","mm129","129","2 Physical, 2 Logical","4095 (4096)"
"3698","sf-sas-app-010","Windows","Active","G123008","SAS IT Enterprise","","mm129","279","2 Physical, 2 Logical","8191 (8192)"
"3699","sf-fs-lb-001","Windows","Active","G413704","FACILITIES OPERATIONS","","tdd29","139","2 Physical, 2 Logical","8191 (8192)"
"3700","sf-fs-lb-002","Windows","Active","G413704","FACILITIES OPERATIONS","","tdd29","139","2 Physical, 2 Logical","8191 (8192)"
"3701","rhnsat.cit.cornell.edu","Linux","Active","R524870","CIT","Systems & Operations","ljc1","2228","2 physical, 2 logical","3828 (4096)"
"3702","webhost014.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","86","1 physical, 1 logical","7868 (8192)"
"3704","sf-rush05","Windows","Active","R524870","CIT","Systems & Operations","ljc1","1439","2 Physical, 2 Logical","8191 (8192)"
"3705","sf-lobster01","Windows","Active","1213198","CALS","","ams323","2117","8 Physical, 8 Logical","32767 (32768)"
"3707","sf-rush06","Windows","Active","R524870","CIT","Systems & Operations","ljc1","89","2 Physical, 2 Logical","8191 (8192)"
"3708","webhost015.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","224","1 physical, 1 logical","3828 (4096)"
"3709","jeep01.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","jrc42","137","2 physical, 2 logical","1873 (2048)"
"3710","sf-bmrtest2012","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","84","1 Physical, 1 Logical","2048 (2048)"
"3711","xwebhost008.serverfarm.cornell.edu","Linux","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","sml34","76","1 physical, 1 logical","1873 (2048)"
"3712","xwebhost009.serverfarm.cornell.edu","Linux","Active","G124708","SAS","ADMISSIONS AND FINANCIAL AID","sml34","76","2 physical, 2 logical","7868 (8192)"
"3713","orchards1-60d.net.cornell.edu","Appliance","Gone"," "," "," ","ljc1","0","Not Provided","Not Provided ()"
"3714","webhost016.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3715","webhost017.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3716","xwebhost010.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","322","1 physical, 1 logical","1873 (2048)"
"3717","xwebhost011.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3718","xwebhost012.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","1284","2 physical, 2 logical","3828 (4096)"
"3719","xwebhost013.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","86","1 physical, 1 logical","1873 (2048)"
"3721","bmw119.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","372","2 physical, 2 logical","7868 (8192)"
"3722","dodo02.ornith.cornell.edu","Linux","Active","1718460","LABORATORY OF ORNITHOLOGY","","jag73","190","8 physical, 8 logical","32106 (32768)"
"3723","sf-infranode443","Windows","Gone","R524870","CIT","Systems & Operations","ljc1","179","3 Physical, 3 Logical","8191 (8192)"
"3724","cbsstore01.serverfarm.cornell.edu","Linux","Gone","R073875","Cornell Business Services","CAMPUS STORE-SYSTEMS OPERATIONS","kdd6","244","4 physical, 4 logical","15947 (16384)"
"3725","cbsstore02.serverfarm.cornell.edu","Linux","Gone","R073875","Cornell Business Services","CAMPUS STORE-SYSTEMS OPERATIONS","kdd6","244","4 physical, 4 logical","15947 (16384)"
"3726","sf-infranode532","Windows","Active","R524870","CIT","Systems & Operations","ljc1","89","2 Physical, 2 Logical","4095 (4096)"
"3727","kuali212.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","77","2 physical, 2 logical","3828 (4096)"
"3728","kuali214.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","77","2 physical, 2 logical","3828 (4096)"
"3729","oxton138.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","235","2 physical, 2 logical","7868 (8192)"
"3730","xwebhost014.serverfarm.cornell.edu","Linux","Gone","R704755","CIT","Information Systems","sml34","195","1 physical, 1 logical","3828 (4096)"
"3731","webhost018.serverfarm.cornell.edu","Linux","Active","S564705","Office of Minority & Educ Affairs","","sml34","121","1 physical, 1 logical","3828 (4096)"
"3732","sf-fs-tsrv-011","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","149","1 Physical, 4 Logical","16383 (16384)"
"3733","sf-fs-tsrv-012","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","149","1 Physical, 4 Logical","16383 (16384)"
"3734","sf-fs-tsrv-013","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","149","1 Physical, 4 Logical","16383 (16384)"
"3735","bmw120.serverfarm.cornell.edu","Linux","Gone","R534702","CIT","Information Systems","gm228","273","2 physical, 2 logical","7868 (8192)"
"3736","bmw121.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","155","1 physical, 1 logical","3828 (4096)"
"3737","bbldtest01.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","ah97","37","2 physical, 16 logical","15935 ()"
"3738","bbldtest02.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","ah97","37","2 physical, 16 logical","15935 ()"
"3739","lib-viv-001.serverfarm.cornell.edu","Linux","Active","L914701","CALS Mann Library","CORNELL VIVO","cam2","810","2 physical, 32 logical","48227 ()"
"3740","coneflower2.serverfarm.cornell.edu","Linux","Active","R532503","CIT","Systems & Operations","ljc1","106","2 physical, 2 logical","1873 (2048)"
"3741","webhost019.serverfarm.cornell.edu","Linux","Active","G123008","SAS IT Enterprise","","mm129","441","1 physical, 1 logical","7868 (8192)"
"3742","sf-fs-dbs-010","Windows","Active","R513845","CIT","","pb10","3569","1 Physical, 4 Logical","32767 (32768)"
"3743","sf-fs-dbs-011","Windows","Active","R513845","CIT","","pb10","11589","1 Physical, 4 Logical","32767 (32768)"
"3744","sf-fs-lb-005","Windows","Active","R513845","CIT","","pb10","149","1 Physical, 4 Logical","20479 (20480)"
"3745","sf-fs-lb-006","Windows","Active","R513845","CIT","","pb10","149","1 Physical, 4 Logical","20479 (20480)"
"3746","sf-fs-srv-020","Windows","Active","R513845","CIT","","pb10","149","1 Physical, 4 Logical","16383 (16384)"
"3747","sf-fs-srv-021","Windows","Active","R513845","CIT","","pb10","289","1 Physical, 4 Logical","16383 (16384)"
"3748","sf-fs-srv-022","Windows","Active","R513845","CIT","","pb10","149","1 Physical, 4 Logical","16383 (16384)"
"3749","sf-fs-srv-023","Windows","Active","R513845","CIT","","pb10","199","1 Physical, 4 Logical","16383 (16384)"
"3750","sweden04.serverfarm.cornell.edu","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (393181)"
"3751","denmark01","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (262109)"
"3752","denmark02","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (262109)"
"3753","denmark03","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (262109)"
"3754","sf-fs-lb-004","Windows","Active","R513845","CIT","","pb10","149","1 Physical, 4 Logical","24575 (24576)"
"3755","sf-fs-srv-024","Windows","Active","G413704","FACILITIES OPERATIONS","","tdd29","149","2 Physical, 2 Logical","8191 (8192)"
"3756","sf-fs-lb-003","Windows","Active","R513845","CIT","","pb10","179","1 Physical, 4 Logical","24575 (24576)"
"3757","xwebhost015.serverfarm.cornell.edu","Linux","Active","1047692","COOPERATIVE EXTENSION","","hlm2","106","1 physical, 1 logical","3828 (4096)"
"3758","sf-ecm-002","Windows","Active","R704750","CIT","Information Systems","vm57","4322","2 Physical, 2 Logical","2047 (2048)"
"3759","sf-fs-tsrv-014","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","159","1 Physical, 4 Logical","16383 (16384)"
"3760","sf-fs-tsrv-015","Windows","Gone","G413704","FACILITIES OPERATIONS","","tdd29","159","1 Physical, 4 Logical","16383 (16384)"
"3761","sf-vm-spdv-001","Windows","Gone","4053748","VET COMPUTING SERVICES","","afm2","659","1 Physical, 1 Logical","6143 (6144)"
"3762","sf-ecm-001","Windows","Active","R704750","CIT","Information Systems","vm57","3946","2 Physical, 2 Logical","2047 (2048)"
"3763","sf-ps-009","Linux","Active","R704750","CIT","Information Systems","vm57","234","3 physical, 3 logical","5848 (6144)"
"3764","sf-ps-010","Linux","Active","R704750","CIT","Information Systems","vm57","333","4 physical, 4 logical","15947 (16384)"
"3765","sf-ps-008","Linux","Active","R704750","CIT","Information Systems","vm57","234","4 physical, 4 logical","7868 (8192)"
"3766","xwebhost016.serverfarm.cornell.edu","Linux","Active","1047692","COOPERATIVE EXTENSION","","hlm2","106","1 physical, 1 logical","3828 (4096)"
"3767","sf-ps-011","Windows","Active","R704750","CIT","Information Systems","vm57","309","2 Physical, 4 Logical","8191 (8192)"
"3768","sf-infranode057","Windows","Active","R554702","CIT","Office of Administration","amb3","179","1 Physical, 1 Logical","4095 (4096)"
"3769","sf-falkirk03","Windows","Active","G364713","ALUMNI AFFAIRS & DEVELOPMENT SERVICES","","las236","239","1 Physical, 1 Logical","4095 (4096)"
"3770","sf-lib-dig-016.serverfarm.cornell.edu","Linux","Active","L854711","DIGITAL LIBRARY AND INFORM TECH","","cam2","1145","2 physical, 2 logical","7868 (8192)"
"3771","summit01.serverfarm.cornell.edu","Linux","Active","A014110","COLLEGE OF ARCHITECTURE ART & PLANNING","","ah97","37","1 physical, 1 logical","7868 (8192)"
"3772","oxton139.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","vm57","3394","8 physical, 8 logical","15947 (16384)"
"3773","webhost020.serverfarm.cornell.edu","Linux","Active","3013751","CHE - Human Development","","rar28","455","1 physical, 1 logical","3828 (4096)"
"3774","sf-citdsrv-026","Windows","Active","R554702","CIT","Office of Administration","amb3","179","4 Physical, 4 Logical","8191 (8192)"
"3775","sf-citdsrv-027","Windows","Active","R554702","CIT","Office of Administration","amb3","179","2 Physical, 2 Logical","4095 (4096)"
"3776","webhost021.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3777","webhost022.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3778","webhost023.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3779","webhost024.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3780","sf-ps-012","Windows","Active","R704750","CIT","Information Systems","vm57","259","2 Physical, 4 Logical","12287 (12288)"
"3781","sf-dublin11","Windows","Active","R534713","CIT","Network & Communication Services","amp53","579","2 Physical, 2 Logical","6143 (6144)"
"3782","old_sf-dublin12","Windows","Gone","R534713","CIT","Network & Communication Services","ard1","579","2 Physical, 2 Logical","6143 (6144)"
"3783","kuali213.serverfarm.cornell.edu","Linux","Active","R704750","CIT","Information Systems","sjc37","77","2 physical, 2 logical","15947 (16384)"
"3784","kuali216.serverfarm.cornell.edu","Linux","Gone","R704750","CIT","Information Systems","sjc37","77","2 physical, 2 logical","15947 (16384)"
"3785","sf-xcapps-np004","Windows","Active","R704750","CIT","Information Systems","vm57","149","2 Physical, 2 Logical","4095 (4096)"
"3786","sf-dfacit-fs-12","Windows","Active","G104700","FINANCIAL SYSTEMS","","amb3","329","1 Physical, 1 Logical","12287 (12288)"
"3787","oxton140.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","150","1 physical, 1 logical","3828 (4096)"
"3788","oxton141.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","166","1 physical, 1 logical","3828 (4096)"
"3789","oxton142.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","150","1 physical, 1 logical","3828 (4096)"
"3790","sf-ps-013","Linux","Active","R704750","CIT","Information Systems","vm57","234","4 physical, 4 logical","12009 (12288)"
"3791","sf-ps-014","Linux","Active","R704750","CIT","Information Systems","vm57","234","4 physical, 4 logical","3947 (4096)"
"3792","webhost025.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","2 physical, 2 logical","3828 (4096)"
"3793","webhost026.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","2 physical, 2 logical","3828 (4096)"
"3794","webhost027.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","3828 (4096)"
"3795","webhost028.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","3828 (4096)"
"3796","webhost029.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","88","1 physical, 1 logical","2883 (3072)"
"3797","webhost030.serverfarm.cornell.edu","Linux","Active","G644700","FINANCIAL SYSTEMS","","dmf39","76","1 physical, 1 logical","1873 (2048)"
"3798","sf-oatmeal08","Windows","Active","R704750","CIT","Information Systems","vm57","149","2 Physical, 2 Logical","4095 (4096)"
"3799","sweden05.serverfarm.cornell.edu","ESX","Active","R524850","CIT","Systems & Operations","ljc1","0","Not Provided","Not Provided (393181)"
"3800","sf-sas-db-010","Windows","Active","G123008","SAS IT Enterprise","","mm129","219","4 Physical, 4 Logical","12287 (12288)"
"3801","webhost031.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3802","webhost032.serverfarm.cornell.edu","Linux","Active","R704755","CIT","Information Systems","sml34","76","1 physical, 1 logical","1873 (2048)"
"3803","oxton143.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","204","1 physical, 1 logical","3828 (4096)"
"3804","sf-dfacit-wb-01","Windows","Active","G104700","FINANCIAL SYSTEMS","","mm129","779","1 Physical, 1 Logical","2047 (2048)"
"3805","oxton144.serverfarm.cornell.edu","Linux","Active","R534702","CIT","Information Systems","gm228","155","1 physical, 1 logical","3828 (4096)"
